4RUJ,WT WHEAT 2X DAILY LEVERAGED,4RUJ,EUR
4RUM,WT PLATINUM 2X DLY LEVERAGED,4RUM,EUR
4RUP,WT COCOA 2X DAILY LEVERAGED,4RUP,EUR
4XS,EXPRESS SCRIPTS HOLDING CO,4XS,EUR
500,AMUNDI S&amp;P 500 UCITS ETF,AUM5,EUR
500H,AMUNDI S&amp;P 500 UCITS ETF,H1D5,EUR
5AB,ASIAN BAMBOO AG-BR,5AB,EUR
5CH5,WT LONG USD SHORT EUR 5X DLY,5CH5,EUR
5CH6,WT SHORT USD LONG EUR 5X DLY,5CH6,EUR
5EA,ELANCO ANIMAL HEALTH INC,5EA,EUR
5FB,FITBIT INC - A,5FB,EUR
5G5,GOPRO INC-CLASS A,5G5,EUR
5X60,COMSTAGE ETF BOND FUTURE TR,5X60,EUR
5X61,COMSTAGE BUND FUT LEVERAGED,5X61,EUR
5X62,COMSTAGE BUND-FUTURE LEVERAG,5X62,EUR
5X63,COMSTAGE BUND FUTURE 2X SHRT,5X63,EUR
5XYE,HAN-GINS CLOUD TECH UCITSETF,5XYE,EUR
61Z1,ZUEBLIN IMMOBILIEN HOLDI-REG,61Z1,EUR
639,SPOTIFY TECHNOLOGY SA,639,EUR
68V,BAKER HUGHES CO,68V,EUR
690D,HAIER SMART HOME CO LTD-D,690D,EUR
6D8,DUPONT DE NEMOURS INC,6D81,EUR
6D8.SPO,DOW INC,2OY,EUR
6LA,LAMAR ADVERTISING CO-A,6LA,EUR
6MD,MEDACTA GROUP SA,6MD,EUR
6MK,MERCK &amp; CO INC,6MK,EUR
6ML,MOLECULAR PARTNERS AG,6ML,EUR
6RL,STADLER RAIL AG,6RL,EUR
76C,OUTFRONT MEDIA INC,76C,EUR
7GB,GOLDEN MINERALS CO,7GB,EUR
7HP,HP INC,7HP,EUR
7NS2,SENECA BIOPHARMA INC,7NS2,EUR
8520,COMSTAGE EU SOV GR CP 3M-2-I,8520,EUR
8521,COMSTAGE EU SOV GR CAP 1-5-I,8521,EUR
8522,COMSTAGE EU SV GR CAP 5-10-I,8522,EUR
8523,COMSTAGE EU SV GR CAP 10+-I,8523,EUR
8530,COMSTAGE EU SV INF-LK EU INF,8530,EUR
8CA,CAPITAL ONE AG,8CA,EUR
8GM,GENERAL MOTORS CO,8GM,EUR
8GS,CHINA SPECIALTY GLASS AG,8GS,EUR
8H81,COMSTAGE ETF FTSE 100 TR,8H81,EUR
8PSG,INVESCO PHYSICAL GOLD P-ETC,8PSG,EUR
8S0,SLACK TECHNOLOGIES INC- CL A,8S0,EUR
8S9,SNOWBIRD AG,8S9,EUR
8TRA,TRATON SE,8TRA,EUR
8ZI,SCANDINAVIAN TOBACCO GROUP A,8ZI,EUR
93M,MPH HEALTH CARE AG,93M,EUR
960,ADVANSIX INC,960,EUR
99SC,NEXR TECHNOLOGIES SE,99SC,EUR
9AS,ALSO HOLDING AG-REG,9AS,EUR
9GA7,WT WTI CRUDE 1X DLY SHORT,9GA7,EUR
9GA9,WT GOLD 1X DAILY SHORT,9GA9,EUR
9GAF,WT BROAD COMMOD LONGER DATED,9GAF,EUR
9GAG,WT ENERGY LONGER DATED,9GAG,EUR
9GAK,WT INDUS METALS LONGER DATED,9GAK,EUR
9GAL,WT AGRICULTURE LONGER DATED,9GAL,EUR
9LG,LOGMEIN INC,9LG,EUR
9OI,ORIOR AG,9OI,EUR
9TC,TE CONNECTIVITY LTD,9TC,EUR
A1G,AMERICAN AIRLINES GROUP INC,A1G,EUR
A1OS,ALL FOR ONE GROUP AG,A1OS,EUR
A2A,A2A SPA,EAM,EUR
A3B,ACCO BRANDS CORP,A3B,EUR
A4S,AMERIPRISE FINANCIAL INC.,A4S,EUR
A5AB,NEXWAY AG,NWAY,EUR
A6R,THOMPSON CREEK METALS CO INC,A6R,EUR
A6T,ARTEC TECHNOLOGIES AG,A6T,EUR
A7A,FINLAB AG,A7A,EUR
A8A,JDC GROUP AG,A8A,EUR
AAA,AAA-AG ALLGEMEINE ANLGEVERWA,AAA,EUR
AAD,AMADEUS FIRE AG,AAD,EUR
AAG,AUMANN AG,AAG,EUR
AAH,AHLERS AG,AAH,EUR
AALB,AALBERTS NV,AACA,EUR
AAQ,AAP IMPLANTATE,AAQ,EUR
AASI,AMUNDI MSCI EM ASIA UCITS ET,AMEA,EUR
AB,AB SCIENCE SA,A8D,EUR
AB1,AIR BERLIN PLC,AB1,EUR
ABA,ALBA SE,ABA,EUR
ABCA,ABC ARBITRAGE,9BA,EUR
ABEA,ALPHABET INC-CL A,ABEA,EUR
ABEC,ALPHABET INC-CL C,ABEC,EUR
ABI,ANHEUSER-BUSCH INBEV SA/NV,1NBA,EUR
ABIO,ALBIOMA SA,33S,EUR
ABJ,ABB LTD-REG,ABJ,EUR
ABL,ABBOTT LABORATORIES .,ABL,EUR
ABN,ABN AMRO BANK NV-CVA,AB2,EUR
ABR,BARRICK GOLD CORP,ABR,EUR
ABVX,ABIVAX SA,2X1,EUR
AC,ACCOR SA,ACR,EUR
ACA,CREDIT AGRICOLE SA,XCA,EUR
ACAN,ACANTHE DEVELOPPEMENT SA,ADX,EUR
ACCEL,ACCELL GROUP,AO1B,EUR
ACE,ACEA SPA,DCA,EUR
ACKB,ACKERMANS &amp; VAN HAAREN,B3K,EUR
ACOMO,AMSTERDAM COMMODITIES NV,8AC,EUR
ACT,ALZCHEM GROUP AG,ACT,EUR
ACWI,LYXOR MSCI A-C WRLD-C-EUR,LYY0,EUR
ACWN,AS CREATION TAPETEN AG,ACWN,EUR
ACX1,BET-AT-HOME.COM AG,ACX,EUR
AD,KONINKLIJKE AHOLD DELHAIZE N,AHOG,EUR
ADB,ADOBE INC,ADB,EUR
ADB1,AEROPORTO GUGLIELMO MARCONI,169,EUR
ADC,ADCAPITAL AG,ADC,EUR
ADD,ADLER MODEMAERKTE AG,ADD,EUR
ADE,BITCOIN GROUP SE,ADE,EUR
ADF,EVOLVA HOLDING SA,ADF,EUR
ADI1,ADECCO GROUP AG-REG,ADI1,EUR
ADJ,ADO PROPERTIES SA,ADJ,EUR
ADKO,ADDIKO BANK AG,ZYE1,EUR
ADL,ADLER REAL ESTATE AG,ADL,EUR
ADM,ARCHER-DANIELS-MIDLAND CO,ADM,EUR
ADN1,ADESSO AG,ADN1,EUR
ADOC,ADOCIA SAS,A89,EUR
ADP,ADP,W7L,EUR
ADS,ADIDAS AG,ADS,EUR
ADUX,ADUX,HJMA,EUR
ADV,ADVA OPTICAL NETWORKING SE,ADV,EUR
ADVIC,ADVICENNE,3MM,EUR
ADYEN,ADYEN NV,1N8,EUR
AEC1,AMERICAN EXPRESS CO,AEC1,EUR
AED,AEDIFICA,AOO,EUR
AEEM,AMUNDI MSCI EMERG MARK,AMEM,EUR
AEF,AEFFE SPA,3A1,EUR
AEIN,ALLGEIER SE,AEIN,EUR
AEJ,LYXOR MSCI ASIA PACIFIC,LASP,EUR
AEMD,AMUNDI INDEX MSCI EM UCITS D,AEMD,EUR
AEP,AMERICAN ELECTRIC POWER,AEP,EUR
AES,AES CORP,AES,EUR
AETG,AEROFLOT-RUSSIAN-144A GDR,AETG,EUR
AF,AIR FRANCE-KLM,AFR,EUR
AFIN,AMUNDI EURO CORPORATE FI ETF,AFIN,EUR
AFLE,AMUNDI FLOAT RATE USD CP-C,FRNH,EUR
AFRN,AMUNDI FLOT R EUR COR 1-3,FRNE,EUR
AFS,LYXOR MSCI SOUTH AFRICA,LSAF,EUR
AFT,ABERCROMBIE &amp; FITCH CO-CL A,AFT,EUR
AFX,CARL ZEISS MEDITEC AG - BR,AFX,EUR
AGFB,AGFA-GEVAERT NV,AGE,EUR
AGJ,AGCO CORP,AGJ,EUR
AGL,AUTOGRILL SPA,AUL,EUR
AGN,AEGON NV,AEND,EUR
AGR,AGRANA BETEILIGUNGS AG,AGB2,EUR
AGR1,AGROB IMMOBILIEN AG,AGR,EUR
AGR3,AGROB AG-PFD,AGR3,EUR
AGS,AGEAS,FO4N,EUR
AH2N,ASCOM HOLDING AG-REG,AH2N,EUR
AH50,X HARVEST CHINA A-H 50,AH50,EUR
AH80,ALLIANZ EUR EQY DIV-A EUR,AH80,EUR
AHC,HESS CORP,AHC,EUR
AHLA,ALIBABA GROUP HOLDING-SP ADR,AHLA,EUR
AHYE,AMUNDI EUR HY LIQ BD IBOXX,AHYE,EUR
AI,AIR LIQUIDE SA,AIL,EUR
AINN,AMERICAN INTERNATIONAL GROUP,AINN,EUR
AIR,AIRBUS SE,AIR,EUR
AIXA,AIXTRON SE,AIXA,EUR
AIY,ACTIVISION BLIZZARD INC,AIY,EUR
AJ91,DOCCHECK AG,AJ91,EUR
AJAX,AFC AJAX,AJXA,EUR
AK2,AK STEEL HOLDING CORP,AK2,EUR
AK3,AKAMAI TECHNOLOGIES INC,AK3,EUR
AKA,AKKA TECHNOLOGIES,AF5,EUR
AKA1,ASIAKASTIETO GROUP OYJ,AKA,EUR
AKE,ARKEMA,V1S,EUR
AKX,ANSYS INC,AKX,EUR
AKZA,AKZO NOBEL N.V.,AKU1,EUR
ALANV,ANEVIA SA,89A,EUR
ALAT,AMUNDI MSCI EM LATIN AME ETF,AMEL,EUR
ALAUP,AUPLATA MINING GR,A7PA,EUR
ALBKK,BAIKOWSKI SAS,3BK,EUR
ALBPS,BIOPHYTIS,6XB,EUR
ALCAR,CARMAT,CXT,EUR
ALCJ,CROSSJECT,74C,EUR
ALCLS,CELLECTIS,ZVA,EUR
ALCRB,CARBIOS,3C1,EUR
ALCRE,AROUNDTOWN SA,AT1,EUR
ALCYB,CYBERGUN SA,8CY,EUR
ALD,HONEYWELL INTERNATIONAL INC,ALD,EUR
ALD.SPO,RESIDEO TECHNOLOGIES INC,3RT,EUR
ALD1,ALD SA,3AL,EUR
ALDEI,DEINOVE,5D8,EUR
ALDNE,DONT NOD ENTERTAINMENT SA,RFV,EUR
ALDR,DELTA DRONE,1DD,EUR
ALDRV,DRONE VOLT SACA,2DV,EUR
ALEMV,EMOVA GROUP,2JV1,EUR
ALESK,ESKER SA,EKE,EUR
ALEUP,EUROPLASMA,1EZ,EUR
ALFEN,ALFEN NV,703,EUR
ALFOC,FOCUS HOME INTERACTIVE,0HF,EUR
ALG,ALBIS LEASING AG,ALG,EUR
ALGAU,GAUSSIN,1KK,EUR
ALGEN,GENOWAY SA,JEH,EUR
ALHGR,HOFFMANN GREEN CEMENT TECHNO,0VW,EUR
ALHYG,HYBRIGENICS SA,3HB,EUR
ALIMP,IMPLANET,IM1,EUR
ALINS,INTRASENSE SAS,I8S,EUR
ALKAL,KALRAY SADIR,3FS,EUR
ALKKT,KKO INTERNATIONAL SA,5KI1,EUR
ALMDG,MGI DIGITAL GRAPHIC TECHNOLO,2EI,EUR
ALNBT,ARTEFACT SA,A0F,EUR
ALNEV,NEOVACS,0LW,EUR
ALNOV,NOVACYT,NYZ,EUR
ALNOX,NOXXON PHARMA NV,0N6,EUR
ALO,ALSTOM,AOMD,EUR
ALOXA,OXATIS SACA,4EQ,EUR
ALPER,LA PERLA FASHION HOLDING NV,LPF,EUR
ALPLA,PLANET MEDIA,2PF,EUR
ALQD,X USD ASIACORP BOND,ALQD,EUR
ALQGC,QUANTUM GENOMICS SAS-REGR,2QG,EUR
ALS,ALLSTATE CORP,ALS,EUR
ALS30,SOLUTIONS 30 SE,30L3,EUR
ALT,ALTRAN TECHNOLOGIES SA,ATC,EUR
ALTBG,BLOKCHAIN GROUP /THE,BC7,EUR
ALTUR,ALTUR INVESTISSEMENT,TI8,EUR
ALU2,ARCONIC INC,ALU2,EUR
ALV,ALLIANZ SE-REG,ALV,EUR
ALVER,VERGNET,VRQ,EUR
ALVIV,VISIATIV SA,16V,EUR
ALVMG,VISIOMED GROUP,7V9,EUR
ALX,ALEXANDERWERK AG,ALX,EUR
AM,DASSAULT AVIATION SA,DAU,EUR
AM3A,AMUNDI GOVT BOND HIGHEST ETF,DE5A,EUR
AM3D,SLM SOLUTIONS GROUP AG,AM3D,EUR
AMA1,ALTECH ADVANCED MATERIALS AG,AMA1,EUR
AMAG,AMAG AUSTRIA METALL AG,AM8,EUR
AMD,ADVANCED MICRO DEVICES,AMD,EUR
AMEBA,AMOEBA SAS,A1H,EUR
AMG,AMG ADVANCED METALLURGICAL,ADG,EUR
AMG1,AMGEN INC,AMG,EUR
AMI,AMALPHI AG,AMI,EUR
AMMN,GROUNDS REAL ESTATE DEV/THE,AMMN,EUR
AMP2,AMPLIFON SPA,AXNA,EUR
AMPLI,AMPLITUDE SURGICAL SAS,1AU,EUR
AMUN,AMUNDI SA,ANI,EUR
AMZ,AMAZON.COM INC,AMZ,EUR
AN9,AUTONEUM HOLDING AG,AN9,EUR
ANDR,ANDRITZ AG,AZ2,EUR
ANGA,ARBONIA AG,ANGA,EUR
ANIM,ANIMA HOLDING SPA,124,EUR
ANL,ANALOG DEVICES INC,ANL,EUR
ANRJ,AMUNDI ETF MSCI EUROPE ENERG,AMEE,EUR
ANTA,ANTALIS INTERNATIONAL SAS,ANS,EUR
ANX,AMUNDI NASDAQ 100-EUR,6AQQ,EUR
AOD,ANGLOGOLD ASHANTI-SPON ADR,AOD,EUR
AOF,ATOSS SOFTWARE AG,AOF,EUR
AOX,ALSTRIA OFFICE REIT-AG,AOX,EUR
AP2,APPLIED MATERIALS INC,AP2,EUR
APAM,APERAM,7AA,EUR
APC,APPLE INC,APC,EUR
APE,ADDEX THERAPEUTICS LTD,APE,EUR
APM,AD PEPPER MEDIA INTL NV,APM,EUR
APR,APRIL,B2B,EUR
APX,LYXOR MSCI AC ASIA-C-EUR,LASI,EUR
AQL,ARQULE INC,AQL,EUR
AR4,AURELIUS EQUITY OPPORTUNITIE,AR4,EUR
ARCAD,ARCADIS NV,HIJ2,EUR
ARGX,ARGENX SE,1AE,EUR
ARL,AAREAL BANK AG,ARL,EUR
ART,ARTNET AG - REG,ART,EUR
ARW,ARROW ELECTRONICS INC,ARW,EUR
ARX,TDMI AG,ARX,EUR
ASC,ASCOPIAVE SPA,AVA,EUR
ASI,LYXOR CHINA ENTREPRISE,LCHI,EUR
ASL,AKASOL AG,ASL,EUR
ASM,ASM INTERNATIONAL NV,AVS,EUR
ASML,ASML HOLDING NV,ASME,EUR
ASP,AST GROUPE,9NA,EUR
ASR,AS ROMA SPA,RO9,EUR
ASRNL,ASR NEDERLAND NV,A16,EUR
AST,ASTALDI SPA,ACI,EUR
